Time,No. of collectors,Species,FruitRipe.g,FruitRipe.num,FruitUnripe.g,SeedRipe.g,SeedRipe.num,SeedUnripe.g,SeedUnripe.num,果实附属物.g,果实碎片.num,Leaf.g,Flower.g
2012.06.28,NGS007,卵叶铁苋菜,,,,,,,,,,0.57,
2012.06.28,NGS017,龙舌腾,,,,,,,,,,1.81,
2012.06.28,NGS080,岭南酸枣,,,,,,,,,,0.18,
2012.06.28,NGS014,茎花赤才,,,,,,,,,,4.34,
2012.06.28,NGS001,劲直刺桐,,,,,,,,,,0.22,
2012.06.28,NGS031,劲直刺桐,,,,,,,,,,0.5,
2012.06.28,NGS063,劲直刺桐,,,,,,,,,,0.19,
2012.06.28,NGS070,劲直刺桐,,,,,,,,,,0.56,
2012.06.28,NGS071,劲直刺桐,,,,,,,,,,1.06,
2012.06.28,NGS074,劲直刺桐,,,,,,,,,,1.61,
2012.06.28,NGS080,劲直刺桐,,,,,,,,,,0.53,
2012.06.28,NGS041,金丝李,,,,,,,,,,4.62,
2012.06.28,NGS067,金丝李,,,,,,,,,,0.19,
2012.06.28,NGS080,金丝李,,,,,,,,,,8.3,
2012.06.28,NGS081,金丝李,,,,,,,,,,1.22,
2012.06.28,NGS082,金丝李,,,,,,,,,,0.68,
2012.06.28,NGS087,金丝李,,,,,,,,,,0.16,
2012.06.28,NGS003,截裂翅子树,,,,,,,,,,1.49,
2012.06.28,NGS057,截裂翅子树,,,,,,,,,,2.59,
2012.06.28,NGS069,假玉桂,,,,,,,,,,0.05,
2012.06.28,NGS002,鲫鱼胆,,,,,,,,,,0.57,
2012.06.28,NGS006,鲫鱼胆,,,,,,,,,,0.76,
2012.06.28,NGS010,鲫鱼胆,,,,,,,,,,0.44,
2012.06.28,NGS028,鲫鱼胆,,,,,,,,,,0.85,
2012.06.28,NGS032,鲫鱼胆,,,,,,,,,,0.85,
2012.06.28,NGS039,鲫鱼胆,,,,,,,,,,0.44,
2012.06.28,NGS069,鲫鱼胆,,,,,,,,,,1.85,
2012.06.28,NGS056,黄梨木,,,,,,,,,,6.38,
2012.06.28,NGS062,黄梨木,,,,,,,,,,0.25,
2012.06.28,NGS054,华南皂荚,,,,,,,,,,3.17,
2012.06.28,NGS048,海南椴,,,,,,,,,,0.89,
2012.06.28,NGS051,海南椴,,,,,,,,,,1.42,
2012.06.28,NGS001,海南大风子,,,,,,,,,,0.14,
2012.06.28,NGS020,海南大风子,,,,,,,,,,0.61,
2012.06.28,NGS043,海南大风子,,,,,,,,,,0.54,
2012.06.28,NGS072,海南大风子,,,,,,,,,,0.65,
2012.06.28,NGS086,海南大风子,,,,,,,,,,0.99,
2012.06.28,NGS014,广西棋子豆,,,,,,,,,,4.7,
2012.06.28,NGS015,广西棋子豆,,,,,,,,,,2.41,
2012.06.28,NGS016,广西棋子豆,,,,,,,,,,5.87,
2012.06.28,NGS017,广西棋子豆,,,,,,,,,,8.1,
2012.06.28,NGS020,广西棋子豆,,,,,,,,,,0.75,
2012.06.28,NGS022,广西棋子豆,,,,,,,,,,6.09,
2012.06.28,NGS023,广西棋子豆,,,,,,,,,,0.7,
2012.06.28,NGS025,广西棋子豆,,,,,,,,,,1,
2012.06.28,NGS027,广西棋子豆,,,,,,,,,,0.43,
2012.06.28,NGS029,广西棋子豆,,,,,,,,,,0.4,
2012.06.28,NGS034,广西棋子豆,,,,,,,,,,1.71,
2012.06.28,NGS035,广西牡荆,,,,,,,,,,0.35,
2012.06.28,NGS047,广西牡荆,,,,,,,,,,0.41,
2012.06.28,NGS068,广西牡荆,,,,,,,,,,0.52,
2012.06.28,NGS075,广西牡荆,,,,,,,,,,0.72,
2012.06.28,NGS079,广西牡荆,,,,,,,,,,1.77,
2012.06.28,NGS085,广西牡荆,,,,,,,,,,0.18,
2012.06.28,NGS087,广西牡荆,,,,,,,,,,0.18,
2012.06.28,NGS065,广西澄广花,,,,,,,,,,4.38,
2012.06.28,NGS066,广西澄广花,,,,,,,,,,1.13,
2012.06.28,NGS067,广西澄广花,,,,,,,,,,1.87,
2012.06.28,NGS068,广西澄广花,,,,,,,,,,0.57,
2012.06.28,NGS084,广西澄广花,,,,,,,,,,0.5,
2012.06.28,NGS085,广西澄广花,,,,,,,,,,2,
2012.06.28,NGS088,广西澄广花,,,,,,,,,,0.76,
2012.06.28,NGS005,蜂窝木姜子,,,,,,,,,,0.5,
2012.06.28,NGS010,蜂窝木姜子,,,,,,,,,,0.68,
2012.06.28,NGS027,对叶榕,,,,,,,,,,0.36,
2012.06.28,NGS031,对叶榕,,,,,,,,,,2.59,
2012.06.28,NGS030,未知,,,,,,,,,,7.76,
2012.06.28,NGS089,粗柄槭,,,,,,,,,,1,
2012.06.28,NGS055,齿叶黄皮,,,,,,,,,,1.23,
2012.06.28,NGS001,闭花木,,,,,,,,,,0.57,
2012.06.28,NGS003,闭花木,,,,,,,,,,3.36,
2012.06.28,NGS043,闭花木,,,,,,,,,,0.25,
2012.06.28,NGS045,闭花木,,,,,,,,,,0.8,
2012.06.28,NGS050,闭花木,,,,,,,,,,1.93,
2012.06.28,NGS052,闭花木,,,,,,,,,,0.54,
2012.06.28,NGS057,闭花木,,,,,,,,,,2.07,
2012.06.28,NGS058,闭花木,,,,,,,,,,2.55,
2012.06.28,NGS059,闭花木,,,,,,,,,,1.21,
2012.06.28,NGS060,闭花木,,,,,,,,,,5.17,
2012.06.28,NGS061,闭花木,,,,,,,,,,5.02,
2012.06.28,NGS062,闭花木,,,,,,,,,,3.72,
2012.06.28,NGS063,闭花木,,,,,,,,,,6.36,
2012.06.28,NGS064,闭花木,,,,,,,,,,8.3,
2012.06.28,NGS065,闭花木,,,,,,,,,,0.57,
2012.06.28,NGS066,闭花木,,,,,,,,,,0.58,
2012.06.28,NGS067,闭花木,,,,,,,,,,4.11,
2012.06.28,NGS082,闭花木,,,,,,,,,,1.13,
2012.06.28,NGS083,闭花木,,,,,,,,,,5.59,
2012.06.28,NGS084,闭花木,,,,,,,,,,0.51,
2012.06.28,NGS085,闭花木,,,,,,,,,,4.19,
2012.06.28,NGS086,闭花木,,,,,,,,,,3.69,
2012.06.28,NGS087,闭花木,,,,,,,,,,3,
2012.06.28,NGS088,闭花木,,,,,,,,,,3,
2012.06.28,NGS089,闭花木,,,,,,,,,,2.1,
2012.06.28,NGS090,闭花木,,,,,,,,,,9.35,
2012.06.28,NGS001,00na,,,,,,,,,,0.5,
2012.06.28,NGS002,00na,,,,,,,,,,2.06,
2012.06.28,NGS003,00na,,,,,,,,,,2.4,
2012.06.28,NGS003,00na,,,,,,,,,,0.73,
2012.06.28,NGS004,00na,,,,,,,,,,1.11,
2012.06.28,NGS005,00na,,,,,,,,,,3.46,
2012.06.28,NGS006,00na,,,,,,,,,,1.2,
2012.06.28,NGS007,00na,,,,,,,,,,6.15,
2012.06.28,NGS008,00na,,,,,,,,,,4.5,
2012.06.28,NGS009,00na,,,,,,,,,,1.64,
2012.06.28,NGS010,00na,,,,,,,,,,2.92,
2012.06.28,NGS011,00na,,,,,,,,,,2.81,
2012.06.28,NGS012,00na,,,,,,,,,,2.5,
2012.06.28,NGS012,00na,,,,,,,,,,1.32,
2012.06.28,NGS013,00na,,,,,,,,,,7.26,
2012.06.28,NGS015,00na,,,,,,,,,,4.65,
2012.06.28,NGS016,00na,,,,,,,,,,3.16,
2012.06.28,NGS016,00na,,,,,,,,,,1.77,
2012.06.28,NGS017,00na,,,,,,,,,,4.01,
2012.06.28,NGS018,00na,,,,,,,,,,2.79,
2012.06.28,NGS020,00na,,,,,,,,,,2.27,
2012.06.28,NGS021,00na,,,,,,,,,,4.6,
2012.06.28,NGS022,00na,,,,,,,,,,5.01,
2012.06.28,NGS023,00na,,,,,,,,,,6.42,
2012.06.28,NGS023,00na,,,,,,,,,,4.15,
2012.06.28,NGS023,00na,,,,,,,,,,0.73,
2012.06.28,NGS024,00na,,,,,,,,,,5.7,
2012.06.28,NGS025,00na,,,,,,,,,,6.25,
2012.06.28,NGS026,00na,,,,,,,,,,8.46,
2012.06.28,NGS027,00na,,,,,,,,,,4.01,
2012.06.28,NGS028,00na,,,,,,,,,,3.32,
2012.06.28,NGS029,00na,,,,,,,,,,0.41,
2012.06.28,NGS031,00na,,,,,,,,,,0.65,
2012.06.28,NGS032,00na,,,,,,,,,,3.38,
2012.06.28,NGS033,00na,,,,,,,,,,6.19,
2012.06.28,NGS034,00na,,,,,,,,,,4.39,
2012.06.28,NGS035,00na,,,,,,,,,,4.68,
2012.06.28,NGS036,00na,,,,,,,,,,3.18,
2012.06.28,NGS037,00na,,,,,,,,,,4.01,
2012.06.28,NGS038,00na,,,,,,,,,,1.64,
2012.06.28,NGS039,00na,,,,,,,,,,4.11,
2012.06.28,NGS040,00na,,,,,,,,,,2.69,
2012.06.28,NGS041,00na,,,,,,,,,,6.89,
2012.06.28,NGS042,00na,,,,,,,,,,1.81,
2012.06.28,NGS043,00na,,,,,,,,,,5.64,
2012.06.28,NGS044,00na,,,,,,,,,,4.01,
2012.06.28,NGS045,00na,,,,,,,,,,5.5,
2012.06.28,NGS045,00na,,,,,,,,,,4.38,
2012.06.28,NGS046,00na,,,,,,,,,,3.36,
2012.06.28,NGS047,00na,,,,,,,,,,2.01,
2012.06.28,NGS048,00na,,,,,,,,,,2.9,
2012.06.28,NGS049,00na,,,,,,,,,,2.34,
2012.06.28,NGS053,00na,,,,,,,,,,1.08,
2012.06.28,NGS055,00na,,,,,,,,,,3.84,
2012.06.28,NGS055,00na,,,,,,,,,,0.39,
2012.06.28,NGS056,00na,,,,,,,,,,0.48,
2012.06.28,NGS056,00na,,,,,,,,,,0.28,
2012.06.28,NGS061,00na,,,,,,,,,,1.2,
2012.06.28,NGS062,00na,,,,,,,,,,1.87,
2012.06.28,NGS064,00na,,,,,,,,,,1.47,
2012.06.28,NGS068,00na,,,,,,,,,,3.76,
2012.06.28,NGS069,00na,,,,,,,,,,3.28,
2012.06.28,NGS070,00na,,,,,,,,,,1.08,
2012.06.28,NGS071,00na,,,,,,,,,,2.28,
2012.06.28,NGS071,00na,,,,,,,,,,2.2,
2012.06.28,NGS072,00na,,,,,,,,,,2,
2012.06.28,NGS072,00na,,,,,,,,,,1.83,
2012.06.28,NGS073,00na,,,,,,,,,,0.37,
2012.06.28,NGS074,00na,,,,,,,,,,1.82,
2012.06.28,NGS075,00na,,,,,,,,,,1.66,
2012.06.28,NGS076,00na,,,,,,,,,,1.5,
2012.06.28,NGS076,00na,,,,,,,,,,1.31,
2012.06.28,NGS077,00na,,,,,,,,,,0.79,
2012.06.28,NGS078,00na,,,,,,,,,,0.79,
2012.06.28,NGS079,00na,,,,,,,,,,1.94,
2012.06.28,NGS080,00na,,,,,,,,,,0.89,
2012.06.28,NGS081,00na,,,,,,,,,,2,
2012.06.28,NGS081,00na,,,,,,,,,,1.14,
2012.06.28,NGS086,00na,,,,,,,,,,1.05,
2012.06.28,NGS089,00na,,,,,,,,,,1.54,
2012.07.10,NGS005,大叶水榕,,,,,,,,,,1.25,
2012.07.10,NGS041,大叶水榕,,,,,,,,,,3.28,
2012.07.10,NGS043,大叶水榕,,,,,,,,,,0.55,
2012.07.10,NGS046,大叶水榕,,,,,,,,,,1.2,
2012.07.10,NGS055,黄梨木,,,,,,,,,,0.84,
2012.07.10,NGS063,黄梨木,,,,,,,,,,0.91,
2012.07.10,NGS071,中越杜茎山,,,,,,,,,,0.68,
2012.07.10,NGS011,中国无忧花,,,,,,,,,,1.22,
2012.07.10,NGS015,长花龙吐珠,,,,,,,,,,0.73,
2012.07.10,NGS032,长花龙吐珠,,,,,,,,,,0.35,
2012.07.10,NGS033,长花龙吐珠,,,,,,,,,,0.56,
2012.07.10,NGS042,长花龙吐珠,,,,,,,,,,0.66,
2012.07.10,NGS069,羽叶白头树,,,,,,,,,,0.71,
2012.07.10,NGS073,羽叶白头树,,,,,,,,,,0.29,
2012.07.10,NGS074,羽叶白头树,,,,,,,,,,0.2,
2012.07.10,NGS075,羽叶白头树,,,,,,,,,,0.45,
2012.07.10,NGS078,羽叶白头树,,,,,,,,,,0.4,
2012.07.10,NGS086,羽叶白头树,,,,,,,,,,0.33,
2012.07.10,NGS089,羽叶白头树,,,,,,,,,,6.96,
2012.07.10,NGS050,鱼骨木,,,,,,,,,,0.55,
2012.07.10,NGS051,鱼骨木,,,,,,,,,,0.45,
2012.07.10,NGS052,鱼骨木,,,,,,,,,,1.35,
2012.07.10,NGS053,鱼骨木,,,,,,,,,,0.91,
2012.07.10,NGS054,鱼骨木,,,,,,,,,,1.27,
2012.07.10,NGS055,鱼骨木,,,,,,,,,,0.91,
2012.07.10,NGS059,鱼骨木,,,,,,,,,,0.2,
2012.07.10,NGS004,蚬木,,,,,,,,,,0.55,
2012.07.10,NGS045,蚬木,,,,,,,,,,1.19,
2012.07.10,NGS058,蚬木,,,,,,,,,,5.31,
2012.07.10,NGS081,蚬木,,,,,,,,,,4.67,
2012.07.10,NGS084,蚬木,,,,,,,,,,1.44,
2012.07.10,NGS087,蚬木,,,,,,,,,,1.93,
2012.07.10,NGS088,蚬木,,,,,,,,,,0.52,
2012.07.10,NGS051,细叶谷木,,,,,,,,,,0.61,
2012.07.10,NGS052,细叶谷木,,,,,,,,,,1.68,
2012.07.10,NGS053,细叶谷木,,,,,,,,,,0.21,
2012.07.10,NGS054,细叶谷木,,,,,,,,,,0.2,
2012.07.10,NGS058,细叶谷木,,,,,,,,,,0.29,
2012.07.10,NGS059,细叶谷木,,,,,,,,,,0.72,
2012.07.10,NGS074,细叶谷木,,,,,,,,,,1.9,
2012.07.10,NGS065,网脉核果木,,,,,,,,,,0.13,
2012.07.10,NGS029,田方骨,,,,,,,,,,1.07,
2012.07.10,NGS006,藤,,,,,,,,,,0.44,
2012.07.10,NGS040,藤,,,,,,,,,,3.82,
2012.07.10,NGS042,藤,,,,,,,,,,2.85,
2012.07.10,NGS072,石山榕,,,,,,,,,,0.48,
2012.07.10,NGS051,桑枝米碎木,,,,,,,,,,0.28,
2012.07.10,NGS054,桑枝米碎木,,,,,,,,,,1,
2012.07.10,NGS055,桑枝米碎木,,,,,,,,,,0.58,
2012.07.10,NGS056,桑枝米碎木,,,,,,,,,,0.5,
2012.07.10,NGS059,桑枝米碎木,,,,,,,,,,0.41,
2012.07.10,NGS078,桑枝米碎木,,,,,,,,,,0.2,
2012.07.10,NGS088,三角车,,,,,,,,,,0.65,
2012.07.10,NGS015,日本五月茶,,,,,,,,,,0.49,
2012.07.10,NGS070,日本五月茶,,,,,,,,,,1,
2012.07.10,NGS056,清香木,,,,,,,,,,2.5,
2012.07.10,NGS025,青叶苎麻,,,,,,,,,,0.89,
2012.07.10,NGS040,青叶苎麻,,,,,,,,,,0.84,
2012.07.10,NGS008,苹婆,,,,,,,,,,1.13,
2012.07.10,NGS010,苹婆,,,,,,,,,,0.39,
2012.07.10,NGS011,苹婆,,,,,,,,,,2.21,
2012.07.10,NGS018,苹婆,,,,,,,,,,1.34,
2012.07.10,NGS026,苹婆,,,,,,,,,,0.22,
2012.07.10,NGS037,苹婆,,,,,,,,,,0.53,
2012.07.10,NGS042,苹婆,,,,,,,,,,0.49,
2012.07.10,NGS044,苹婆,,,,,,,,,,1.84,
2012.07.10,NGS071,苹婆,,,,,,,,,,1.51,
2012.07.10,NGS073,苹婆,,,,,,,,,,0.69,
2012.07.10,NGS019,南烛厚壳桂,,,,,,,,,,1.15,
2012.07.10,NGS025,南烛厚壳桂,,,,,,,,,,0.51,
2012.07.10,NGS013,南方紫金牛,,,,,,,,,,0.2,
2012.07.10,NGS077,南方紫金牛,,,,,,,,,,0.2,
2012.07.10,NGS038,米仔兰,,,,,,,,,,1.64,
2012.07.10,NGS043,米仔兰,,,,,,,,,,1.5,
2012.07.10,NGS047,米仔兰,,,,,,,,,,0.37,
2012.07.10,NGS072,米扬噎,,,,,,,,,,2.03,
2012.07.10,NGS009,卵叶铁苋菜,,,,,,,,,,0.73,
2012.07.10,NGS012,卵叶铁苋菜,,,,,,,,,,0.46,
2012.07.10,NGS014,卵叶铁苋菜,,,,,,,,,,2.55,
2012.07.10,NGS027,卵叶铁苋菜,,,,,,,,,,0.6,
2012.07.10,NGS042,卵叶铁苋菜,,,,,,,,,,0.39,
2012.07.10,NGS047,卵叶铁苋菜,,,,,,,,,,0.56,
2012.07.10,NGS026,龙舌腾,,,,,,,,,,2.44,
2012.07.10,NGS048,茎花山柚,,,,,,,,,,0.19,
2012.07.10,NGS001,劲直刺桐,,,,,,,,,,2.68,
2012.07.10,NGS024,劲直刺桐,,,,,,,,,,2.55,
2012.07.10,NGS026,劲直刺桐,,,,,,,,,,0.98,
2012.07.10,NGS031,劲直刺桐,,,,,,,,,,1.89,
2012.07.10,NGS035,劲直刺桐,,,,,,,,,,2.35,
2012.07.10,NGS039,劲直刺桐,,,,,,,,,,0.41,
2012.07.10,NGS042,劲直刺桐,,,,,,,,,,0.52,
2012.07.10,NGS045,劲直刺桐,,,,,,,,,,1.53,
2012.07.10,NGS048,劲直刺桐,,,,,,,,,,0.65,
2012.07.10,NGS061,劲直刺桐,,,,,,,,,,0.25,
2012.07.10,NGS064,劲直刺桐,,,,,,,,,,0.46,
2012.07.10,NGS070,劲直刺桐,,,,,,,,,,0.46,
2012.07.10,NGS071,劲直刺桐,,,,,,,,,,0.44,
2012.07.10,NGS074,劲直刺桐,,,,,,,,,,0.54,
2012.07.10,NGS075,劲直刺桐,,,,,,,,,,0.5,
2012.07.10,NGS076,劲直刺桐,,,,,,,,,,1.8,
2012.07.10,NGS078,劲直刺桐,,,,,,,,,,0.2,
2012.07.10,NGS083,劲直刺桐,,,,,,,,,,0.84,
2012.07.10,NGS010,金丝李,,,,,,,,,,2.73,
2012.07.10,NGS041,金丝李,,,,,,,,,,2.2,
2012.07.10,NGS066,金丝李,,,,,,,,,,0.2,
2012.07.10,NGS080,金丝李,,,,,,,,,,3.17,
2012.07.10,NGS081,金丝李,,,,,,,,,,1.61,
2012.07.10,NGS057,截裂翅子树,,,,,,,,,,1.44,
2012.07.10,NGS035,假玉桂,,,,,,,,,,0.38,
2012.07.10,NGS075,假玉桂,,,,,,,,,,0.5,
2012.07.10,NGS036,假肥牛,,,,,,,,,,2.9,
2012.07.10,NGS002,鲫鱼胆,,,,,,,,,,1.18,
2012.07.10,NGS005,鲫鱼胆,,,,,,,,,,0.87,
2012.07.10,NGS006,鲫鱼胆,,,,,,,,,,0.87,
2012.07.10,NGS069,鲫鱼胆,,,,,,,,,,1.08,
2012.07.10,NGS024,火果,,,,,,,,,,1.26,
2012.07.10,NGS056,黄梨木,,,,0.15,15,,,,,2.58,
2012.07.10,NGS068,黄梨木,,,,,,,,,,0.59,
2012.07.10,NGS080,黄梨木,,,,,,,,,,0.34,
2012.07.10,NGS086,黄梨木,,,,,,,,,,1.22,
2012.07.10,NGS001,海南椴,,,,,,,,,,0.31,
2012.07.10,NGS047,海南椴,,,,,,,,,,0.66,
2012.07.10,NGS051,海南椴,,,,,,,,,,0.92,
2012.07.10,NGS069,海南椴,,,,,,,,,,1.76,
2012.07.10,NGS001,海南大风子,,,,,,,,,,0.27,
2012.07.10,NGS019,海南大风子,,,,,,,,,,2.41,
2012.07.10,NGS011,广西棋子豆,,,,,,,,,,0.98,
2012.07.10,NGS012,广西棋子豆,,,,,,,,,,1.65,
2012.07.10,NGS013,广西棋子豆,,,,,,,,,,2.78,
2012.07.10,NGS014,广西棋子豆,,,,,,,,,,1.67,
2012.07.10,NGS020,广西棋子豆,,,,,,,,,,1.38,
2012.07.10,NGS022,广西棋子豆,,,,,,,,,,1.85,
2012.07.10,NGS023,广西棋子豆,,,,,,,,,,1.3,
2012.07.10,NGS024,广西棋子豆,,,,,,,,,,0.69,
2012.07.10,NGS025,广西棋子豆,,,,,,,,,,0.53,
2012.07.10,NGS026,广西棋子豆,,,,,,,,,,1.52,
2012.07.10,NGS028,广西棋子豆,,,,,,,,,,0.97,
2012.07.10,NGS029,广西棋子豆,,,,,,,,,,0.56,
2012.07.10,NGS030,广西棋子豆,,,,,,,,,,0.76,
2012.07.10,NGS033,广西棋子豆,,,,,,,,,,0.8,
2012.07.10,NGS036,广西棋子豆,,,,,,,,,,1.38,
2012.07.10,NGS039,广西棋子豆,,,,,,,,,,1.41,
2012.07.10,NGS010,广西牡荆,,,,,,,,,,0.82,
2012.07.10,NGS029,广西牡荆,,,,,,,,,,0.43,
2012.07.10,NGS030,广西牡荆,,,,,,,,,,0.44,
2012.07.10,NGS032,广西牡荆,,,,,,,,,,0.82,
2012.07.10,NGS034,广西牡荆,,,,,,,,,,0.81,
2012.07.10,NGS035,广西牡荆,,,,,,,,,,0.43,
2012.07.10,NGS037,广西牡荆,,,,,,,,,,0.75,
2012.07.10,NGS039,广西牡荆,,,,,,,,,,0.51,
2012.07.10,NGS040,广西牡荆,,,,,,,,,,0.55,
2012.07.10,NGS044,广西牡荆,,,,,,,,,,0.9,
2012.07.10,NGS046,广西牡荆,,,,,,,,,,2.04,
2012.07.10,NGS047,广西牡荆,,,,,,,,,,0.53,
2012.07.10,NGS049,广西牡荆,,,,,,,,,,0.59,
2012.07.10,NGS067,广西牡荆,,,,,,,,,,0.3,
2012.07.10,NGS070,广西牡荆,,,,,,,,,,0.3,
2012.07.10,NGS071,广西牡荆,,,,,,,,,,0.21,
2012.07.10,NGS079,广西牡荆,,,,,,,,,,0.2,
2012.07.10,NGS082,广西牡荆,,,,,,,,,,0.5,
2012.07.10,NGS087,广西牡荆,,,,,,,,,,0.51,
2012.07.10,NGS007,广西澄广花,,,,,,,,,,0.51,
2012.07.10,NGS065,广西澄广花,,,,,,,,,,3.32,
2012.07.10,NGS066,广西澄广花,,,,,,,,,,0.82,
2012.07.10,NGS067,广西澄广花,,,,,,,,,,1.81,
2012.07.10,NGS068,广西澄广花,,,,,,,,,,3,
2012.07.10,NGS069,广西澄广花,,,,,,,,,,0.33,
2012.07.10,NGS071,广西澄广花,,,,,,,,,,0.5,
2012.07.10,NGS081,广西澄广花,,,,,,,,,,0.45,
2012.07.10,NGS084,广西澄广花,,,,,,,,,,0.5,
2012.07.10,NGS058,割舌树,,,,,,,,,,0.63,
2012.07.10,NGS064,割舌树,,,,,,,,,,0.35,
2012.07.10,NGS005,蜂窝木姜子,,,,,,,,,,0.78,
2012.07.10,NGS023,对叶榕,,,,,,,,,,1.75,
2012.07.10,NGS029,对叶榕,,,,,,,,,,1.21,
2012.07.10,NGS031,对叶榕,,,,,,,,,,1.67,
2012.07.10,NGS089,粗柄槭,,,,,,,,,,0.57,
2012.07.10,NGS001,闭花木,,,,,,,,,,2.63,
2012.07.10,NGS003,闭花木,,,,,,,,,,1.93,
2012.07.10,NGS043,闭花木,,,,,,,,,,1.01,
2012.07.10,NGS045,闭花木,,,,,,,,,,0.56,
2012.07.10,NGS048,闭花木,,,,,,,,,,0.45,
2012.07.10,NGS049,闭花木,,,,,,,,,,0.25,
2012.07.10,NGS050,闭花木,,,,,,,,,,1.6,
2012.07.10,NGS057,闭花木,,,,,,,,,,1.37,
2012.07.10,NGS058,闭花木,,,,,,,,,,1.62,
2012.07.10,NGS059,闭花木,,,,,,,,,,0.92,
2012.07.10,NGS060,闭花木,,,,,,,,,,2.44,
2012.07.10,NGS061,闭花木,,,,,,,,,,1.74,
2012.07.10,NGS062,闭花木,,,,,,,,,,3.48,
2012.07.10,NGS063,闭花木,,,,,,,,,,4,
2012.07.10,NGS064,闭花木,,,,,,,,,,2.4,
2012.07.10,NGS065,闭花木,,,,,,,,,,0.77,
2012.07.10,NGS066,闭花木,,,,,,,,,,5.1,
2012.07.10,NGS067,闭花木,,,,,,,,,,2,
2012.07.10,NGS082,闭花木,,,,,,,,,,3.2,
2012.07.10,NGS083,闭花木,,,,,,,,,,4.14,
2012.07.10,NGS084,闭花木,,,,,,,,,,1.27,
2012.07.10,NGS085,闭花木,,,,,,,,,,1,
2012.07.10,NGS086,闭花木,,,,,,,,,,1.95,
2012.07.10,NGS087,闭花木,,,,,,,,,,1.62,
2012.07.10,NGS088,闭花木,,,,,,,,,,1.1,
2012.07.10,NGS089,闭花木,,,,,,,,,,1.31,
2012.07.10,NGS090,闭花木,,,,,,,,,,3.5,
2012.07.10,NGS001,00na,,,,,,,,,,1.93,
2012.07.10,NGS003,00na,,,,,,,,,,3.59,
2012.07.10,NGS004,00na,,,,,,,,,,0.32,
2012.07.10,NGS006,00na,,,,,,,,,,1.63,
2012.07.10,NGS007,00na,,,,,,,,,,5.09,
2012.07.10,NGS008,00na,,,,,,,,,,6.09,
2012.07.10,NGS009,00na,,,,,,,,,,0.42,
2012.07.10,NGS009,00na,,,,,,,,,,0.26,
2012.07.10,NGS010,00na,,,,,,,,,,0.32,
2012.07.10,NGS011,00na,,,,,,,,,,1.62,
2012.07.10,NGS011,00na,,,,,,,,,,1.23,
2012.07.10,NGS011,00na,,,,,,,,,,0.58,
2012.07.10,NGS012,00na,,,,,,,,,,1.33,
2012.07.10,NGS014,00na,,,,,,,,,,2.32,
2012.07.10,NGS016,00na,,,,,,,,,,0.66,
2012.07.10,NGS016,00na,,,,,,,,,,0.15,
2012.07.10,NGS017,00na,,,,,,,,,,5.26,
2012.07.10,NGS017,00na,,,,,,,,,,1,
2012.07.10,NGS018,00na,,,,,,,,,,0.38,
2012.07.10,NGS019,00na,,,,,,,,,,2.95,
2012.07.10,NGS020,00na,,,,,,,,,,1.85,
2012.07.10,NGS020,00na,,,,,,,,,,0.9,
2012.07.10,NGS021,00na,,,,,,,,,,4.57,
2012.07.10,NGS021,00na,,,,,,,,,,0.73,
2012.07.10,NGS022,00na,,,,,,,,,,4.59,
2012.07.10,NGS023,00na,,,,,,,,,,0.85,
2012.07.10,NGS024,00na,,,,,,,,,,0.75,
2012.07.10,NGS025,00na,,,,,,,,,,2.34,
2012.07.10,NGS025,00na,,,,,,,,,,0.97,
2012.07.10,NGS026,00na,,,,,,,,,,4.27,
2012.07.10,NGS027,00na,,,,,,,,,,2.4,
2012.07.10,NGS027,00na,,,,,,,,,,0.85,
2012.07.10,NGS028,00na,,,,,,,,,,5.05,
2012.07.10,NGS028,00na,,,,,,,,,,0.64,
2012.07.10,NGS029,00na,,,,,,,,,,5.14,
2012.07.10,NGS029,00na,,,,,,,,,,1.33,
2012.07.10,NGS030,00na,,,,,,,,,,4.2,
2012.07.10,NGS031,00na,,,,,,,,,,0.39,
2012.07.10,NGS032,00na,,,,,,,,,,3.08,
2012.07.10,NGS032,00na,,,,,,,,,,2.28,
2012.07.10,NGS032,00na,,,,,,,,,,0.7,
2012.07.10,NGS033,00na,,,,,,,,,,3.7,
2012.07.10,NGS033,00na,,,,,,,,,,0.51,
2012.07.10,NGS034,00na,,,,,,,,,,2.36,
2012.07.10,NGS034,00na,,,,,,,,,,2.01,
2012.07.10,NGS035,00na,,,,,,,,,,0.77,
2012.07.10,NGS035,00na,,,,,,,,,,0.68,
2012.07.10,NGS037,00na,,,,,,,,,,3.14,
2012.07.10,NGS037,00na,,,,,,,,,,1.73,
2012.07.10,NGS039,00na,,,,,,,,,,1.45,
2012.07.10,NGS039,00na,,,,,,,,,,0.59,
2012.07.10,NGS039,00na,,,,,,,,,,0.52,
2012.07.10,NGS040,00na,,,,,,,,,,1.14,
2012.07.10,NGS041,00na,,,,,,,,,,5.57,
2012.07.10,NGS043,00na,,,,,,,,,,4.28,
2012.07.10,NGS044,00na,,,,,,,,,,2.13,
2012.07.10,NGS044,00na,,,,,,,,,,0.98,
2012.07.10,NGS045,00na,,,,,,,,,,4.65,
2012.07.10,NGS046,00na,,,,,,,,,,2.23,
2012.07.10,NGS049,00na,,,,,,,,,,1.52,
2012.07.10,NGS051,00na,,,,,,,,,,1.02,
2012.07.10,NGS054,00na,,,,,,,,,,0.19,
